Cód Cidades,Cidades,UF,Já é atendido pela Loggi?,Distância de Cajamar (km),População 2018,área em KM2,Tem malha aerea?,Latitude,Longitude,IDH,Taxa de Homicídio
4313375,Nova Santa Rita (RS),RS,nao,1145,26472,218,nao,-29.846880800000000,-51.291785912847100000000,"0,718","38,67"
2901106,Amélia Rodrigues (BA),BA,nao,1892,26394,124,nao,-12.401538800000000,-38.751697100000000,"0,666","38,67"
2607752,Itapissuma (PE),PE,nao,2694,26344,74,nao,-7.76798300000000,-34.89713600000000,"0,633","38,67"
2304954,Guaiúba (CE),CE,nao,2913,26337,267,nao,-4.041265600000000,-38.636907900000000,"0,617","38,67"
4102109,Astorga (PR),PR,nao,"616,5",26193,435,nao,-23.235018400000000,-51.664707400000000,"0,747","38,67"
3106309,Belo Oriente (MG),MG,nao,"875,42",26164,336,nao,-19.223252300000000,-42.480703300000000,"0,686","38,67"
2404200,Goianinha (RN),RN,nao,2890,26073,192,nao,-6.266353800000000,-35.209244700000000,"0,638","38,67"
3547601,Santa Rosa de Viterbo (SP),SP,nao,"293,75",26067,290,nao,-21.5036271500000000,-47.358884390909100000000,"0,77","38,67"
4205456,Forquilhinha (SC),SC,nao,"890,31",25989,182,nao,-28.748760200000000,-49.473766100000000,"0,753","38,67"
4123501,Santa Helena (PR),PR,nao,1034,25912,758,nao,-24.859173500000000,-54.332881300000000,"0,744","38,67"
3136652,Juatuba (MG),MG,nao,"571,97",25890,97,nao,-19.954689300000000,-44.340518800000000,"0,717","38,67"
2607604,Ilha de Itamaracá (PE),PE,nao,2700,25806,65,nao,-7.74766400000000,-34.83031900000000,"0,653","38,67"
4114302,Mandirituba (PR),PR,nao,"451,98",25669,379,nao,-25.776855300000000,-49.328176900000000,"0,655","38,67"
3509403,Cajuru (SP),SP,nao,"303,4",25655,661,nao,-21.275997800000000,-47.304603500000000,"0,713","38,67"
3546702,Santa Gertrudes (SP),SP,nao,"170,21",25649,98,nao,-22.47300000000,-47.530941292550600000000,"0,737","38,67"
4304663,Capão do Leão (RS),RS,nao,1384,25495,785,nao,-31.77927100000000,-52.458924621992700000000,"0,637","38,67"
2608750,Lagoa Grande (PE),PE,nao, sem info,25299,1852,nao,-8.8701410500000000,-40.192132424723300000000,"0,597","38,67"
2704005,Junqueiro (AL),AL,nao,2310,25079,254,nao,-9.920154900000000,-36.47473700000000,"0,575","38,67"
4319505,São Sebastião do Caí (RS),RS,nao,1050,24970,111,nao,-29.591177700000000,-51.377877200000000,"0,739","38,67"
2908903,Coração de Maria (BA),BA,nao,1897,24792,372,nao,-12.248434500000000,-38.749927400000000,"0,592","38,67"
2504603,Conde (PB),PB,nao,2755,24783,173,nao,-7.300750400000000,-34.858879008333300000000,"0,618","38,67"
5217302,Pirenópolis (GO),GO,nao,1023,24751,2228,nao,-15.850161900000000,-48.95731700000000,"0,693","38,67"
3109303,Buritis (MG),MG,nao,1113,24689,5219,nao,-19.9760088500000000,-43.968979437651900000000,"0,672","38,67"
2702355,Craíbas (AL),AL,nao,2351,24506,275,nao,-9.616803800000000,-36.768466900000000,"0,525","38,67"
2512903,Rio Tinto (PB),PB,nao,2822,24149,466,nao,-6.767744400000000,-35.100011849609900000000,"0,585","38,67"
3507803,Brodowski (SP),SP,nao,"348,19",24098,280,nao,-20.98453200000000,-47.65721700000000,"0,755","38,67"
2304350,Forquilha (CE),CE,nao,3052,24055,517,nao,-4.214567300000000,-38.954680400000000,"0,644","38,67"
3512407,Cordeirópolis (SP),SP,nao,"161,91",23797,137,nao,-22.476832400000000,-47.455055100000000,"0,758","38,67"
4318408,São Jerônimo (RS),RS,nao,1195,23767,937,nao,-29.95964200000000,-51.723819200000000,"0,696","38,67"
2930774,Sobradinho (BA),BA,nao,2219,23705,1323,nao,-9.46977500000000,-40.795747300000000,"0,631","38,67"
3521408,Iracemápolis (SP),SP,nao,"162,1",23271,116,nao,-22.58323400000000,-47.52296300000000,"0,776","38,67"
3553302,Tambaú (SP),SP,nao,"263,08",23262,562,nao,-21.7029200000000,-47.27034400000000,"0,731","38,67"
2304004,Coreaú (CE),CE,nao,3000,23106,776,nao,-3.552150700000000,-40.654686300000000,"0,61","38,67"
2105500,João Lisboa (MA),MA,nao,2351,23020,1127,nao,-5.4436300000000,-47.40638800000000,"0,641","38,67"
2908200,Conceição da Feira (BA),BA,nao,1871,23014,160,nao,-12.501300100000000,-39.000216600000000,"0,634","38,67"
2916104,Itaparica (BA),BA,nao,1893,22862,116,nao,-12.893602300000000,-38.679814100000000,"0,67","38,67"
3548005,Santo Antônio de Posse (SP),SP,nao,"143,96",22801,154,nao,-22.612500000000,-46.94423437500000000,"0,702","38,67"
2702603,Feira Grande (AL),AL,nao," 2,308,207",22472,156,nao,-9.89500000000,-36.66738430065800000000,"0,533","38,67"
2407807,Monte Alegre (RN),RN,nao,2922,22459,200,nao,-6.06990100000000,-35.33363500000000,"0,609","38,67"
4100509,Altônia (PR),PR,nao,"892,31",21986,662,nao,-23.872200400000000,-53.89403700000000,"0,721","38,67"
3513603,Cunha (SP),SP,nao,"233,03",21923,1407,nao,-23.0775300000000,-44.956743600000000,"0,684","38,67"
2503001,Caaporã (PB),PB,nao,2731,21873,150,nao,-7.51023400000000,-34.915411400000000,"0,602","38,67"
2100204,Alcântara (MA),MA,nao,2959,21661,1483,nao,-2.403895600000000,-44.415424100000000,"0,573","38,67"
4208104,Itaiópolis (SC),SC,nao,"553,35",21500,1295,nao,-26.339189900000000,-49.907198300000000,"0,708","38,67"
4319000,São Marcos (RS),RS,nao,"947,13",21364,256,nao,-29.594636100000000,-56.816602849855500000000,"0,768","38,67"
4112108,Jandaia do Sul (PR),PR,nao,"627,99",21338,188,nao,-23.600390700000000,-51.64567400000000,"0,747","38,67"
4106605,Cruzeiro do Oeste (PR),PR,nao,"785,96",21199,779,nao,-23.783958200000000,-53.070942500000000,"0,717","38,67"
4219002,Urussanga (SC),SC,nao,868,21169,240,nao,-28.519138100000000,-49.320177600000000,"0,772","38,67"
1713205,Miracema do Tocantins (TO),TO,nao,1790,19040,2656,nao,-9.561793900000000,-48.396653600000000,"0,684","38,67"
